Headline,Date,category
"
	            Singen gar nicht gefährlicher als Sprechen – Neue Studie zu Corona-Ansteckungsrisiko
	        ","
			25.08.2020 17:22 Uhr
		",gesellschaft
"
	            Airbnb verfügt weltweites Partyverbot in gemieteten Wohnungen
	        ","
			25.08.2020 06:00 Uhr
		",gesellschaft
"
	            Forscher entwickeln Cyborg-Heuschrecken, die Sprengstoff erschnüffeln
	        ","
			23.08.2020 22:14 Uhr
		",gesellschaft
"
	            Kommt jetzt der genderneutrale Fußball? 19-jährige Niederländerin darf im Männerteam spielen
	        ","
			18.08.2020 06:30 Uhr
		",gesellschaft
"
	            Knorr benennt Sauce um: ""Ungarische Art"" statt ""Zigeuner""
	        ","
			17.08.2020 10:34 Uhr
		",gesellschaft
"
	            Trotz Elon Musks Alien-These: Kein Touristenstrom zu den Pyramiden in Ägypten (Video)
	        ","
			17.08.2020 08:39 Uhr
		",gesellschaft
"
	            Stechapfel und Kamelurin gegen Corona? Schräge Behandlungsmethoden verursachten Hunderte Todesfälle
	        ","
			16.08.2020 16:38 Uhr
		",gesellschaft
"
	            Co-Regisseurin von Matrix: Es ist eine Transgender-Geschichte
	        ","
			16.08.2020 07:00 Uhr
		",gesellschaft
"
	            Corona-Ausschuss: ""Ich habe das Vertrauen in diesen Staat verloren""
	        ","
			15.08.2020 18:25 Uhr
		",gesellschaft
"
	            Neusprech oder demokratischer Prozess? Das Pro und Contra einer gendergerechten Sprache
	        ","
			12.08.2020 06:45 Uhr
		",gesellschaft
"
	            Quallen: Lästige Plagegeister oder unterschätzte Delikatesse?
	        ","
			11.08.2020 06:30 Uhr
		",gesellschaft
"
	            ""Gefühl von Ausgegrenztheit"": Anwalt zur Strafarbeit für Schülerin wegen Türkischsprechens (Video)
	        ","
			10.08.2020 18:46 Uhr
		",gesellschaft
"
	            Mangelnde Verkehrssicherheit? Sexismus? Pädophilie? Audi entschuldigt sich für Werbung mit Kleinkind
	        ","
			9.08.2020 17:23 Uhr
		",gesellschaft
"
	            Corona-Krise: Aus für Berliner Kabarett ""Wühlmäuse""
	        ","
			9.08.2020 07:30 Uhr
		",gesellschaft
"
	            Klinikskandal in Großbritannien: Vater will Tochter retten und wird am Bett verhaftet
	        ","
			8.08.2020 12:56 Uhr
		",gesellschaft
"
	            Corona-Ausschuss: ""Es steht und fällt alles mit der Spezifität dieser Tests""
	        ","
			7.08.2020 21:31 Uhr
		",gesellschaft
"
	            Unachtsamkeit führt zu Selbstentzündung: Britin stirbt an Verbrennungen durch Hautcreme
	        ","
			7.08.2020 08:32 Uhr
		",gesellschaft
"
	            Ein Land in Angststarre: Kabarettistin Lisa Eckhart von Festival in Hamburg ausgeladen
	        ","
			7.08.2020 06:45 Uhr
		",gesellschaft
"
	            Erleichterung im Sexgewerbe: Berlin lockert Verbot der Prostitution
	        ","
			6.08.2020 08:02 Uhr
		",gesellschaft
"
	            Es gibt viel Bier in Qingdao: China feiert Oktoberfest
	        ","
			6.08.2020 06:00 Uhr
		",gesellschaft
"
	            Mit Epstein im ""Lolita Express""? Heidi Klum dementiert Vorwürfe
	        ","
			5.08.2020 21:10 Uhr
		",gesellschaft
"
	            KFC-Werbung zum Emanzipationstag auf Trinidad und Tobago empört BLM-Bewegung
	        ","
			5.08.2020 17:09 Uhr
		",gesellschaft
"
	            Total irre: Ring frei für die Maskenkloppereien! (Videos)
	        ","
			5.08.2020 11:23 Uhr
		",gesellschaft
