Headline,Date,category
"
	            Nun acht Parteien im Bundestag: Ex-AfD-Abgeordneter wechselt in Bernd Luckes Splitterpartei LKR
	        ","
			4.09.2020 15:24 Uhr
		",inland
"
	            Fünf getötete Kinder in Solingen: Blieben Warnzeichen wegen COVID-19-Pandemie unerkannt? (Video)
	        ","
			4.09.2020 14:45 Uhr
		",inland
"
	            Cum-ex-Affäre: Scholz traf Warburg-Banker Olearius auch 2016
	        ","
			4.09.2020 10:40 Uhr
		",inland
"
	            Fake-Überfall: Ehemaliges Hamburger AfD-Mitglied inszenierte Angriff der Antifa
	        ","
			4.09.2020 07:48 Uhr
		",inland
"
	            Meinungsverschiedenheiten bei deutschen Parteien zum Fall Nawalny
	        ","
			3.09.2020 21:16 Uhr
		",inland
"
	            ""Rette uns vor Merkel!"" – Demonstranten appellieren an Löfven (Video)
	        ","
			3.09.2020 20:44 Uhr
		",inland
"
	            Sie hatte den hunderttausendfachen Kindstod riskiert: Madeleine Albright als Stargast der Grünen
	        ","
			3.09.2020 20:10 Uhr
		",inland
"
	            ""Verschaffen und Besitz von Kinderpornografie"": Anklage gegen Christoph Metzelder
	        ","
			3.09.2020 19:39 Uhr
		",inland
"
	            ""Maximale Bestätigung Putins"": Deutsche Politprominenz positioniert sich zu Nord Stream 2
	        ","
			3.09.2020 17:32 Uhr
		",inland
"
	            AKK zum Fall Nawalny: Das ""Regime Putin"" ist skrupellos und setzt Chemiewaffen gegen Kritiker ein
	        ","
			3.09.2020 16:19 Uhr
		",inland
"
	            Polizei findet fünf tote Kinder in einem Mehrfamilienhaus in Solingen – Mutter mutmaßliche Täterin
	        ","
			3.09.2020 15:52 Uhr
		",inland
"
	            Bundesregierung verurteilt US-Blockade gegen Kuba: ""Lehnen extraterritorial wirkende Sanktionen ab""
	        ","
			3.09.2020 06:15 Uhr
		",inland
"
	            Wegen Rede auf Corona-Demo: Grüne schmeißen Kommunalpolitiker aus Fraktion
	        ","
			2.09.2020 21:20 Uhr
		",inland
"
	            Lübcke-Attentat: Ehefrau des mutmaßlichen Täters bekräftigt Vorwürfe gegenüber Anwalt
	        ","
			2.09.2020 20:47 Uhr
		",inland
"
	            Wiesbaden: Gericht kippt ""dringende Empfehlung"" zur Maskenpflicht in der Klasse
	        ","
			2.09.2020 19:48 Uhr
		",inland
"
	            Kreml: Haben keine Informationen zu Nowitschok bei Nawalny – Russischer Botschafter einbestellt
	        ","
			2.09.2020 17:07 Uhr
		",inland
"
	            Bundesregierung: Chemischer Nervenkampfstoff der Nowitschok-Gruppe bei Nawalny gefunden
	        ","
			2.09.2020 15:45 Uhr
		",inland
"
	            Palmer will Corona-Flop-App zur Pflicht machen – Lauterbach wittert Gefahr von Fäkal-Aerosolen
	        ","
			2.09.2020 15:11 Uhr
		",inland
"
	            Bürgermeisterin Monika Herrmann: Zu viel Drogenhandel und Vermüllung in Friedrichshain-Kreuzberg
	        ","
			2.09.2020 14:38 Uhr
		",inland
"
	            Verdacht auf Körperverletzung im Amt: Ermittlungen gegen Polizisten nach Demos in Berlin
	        ","
			2.09.2020 06:00 Uhr
		",inland
"
	            Laut Behörden haben Corona-Demos ihre ""Unschuld verloren"" – Aktivisten widersprechen
	        ","
			1.09.2020 22:51 Uhr
		",inland
"
	            Berlin-Besuch: Chinesischer Außenminister verbittet sich Einmischung in innere Angelegenheiten
	        ","
			1.09.2020 19:27 Uhr
		",inland
"
	            Nana zu Querdenken: ""Man will uns mundtot machen!"" (Video)
	        ","
			1.09.2020 18:19 Uhr
		",inland
"
	            Journalisten auf Bundespressekonferenz: Stehen Russland oder USA hinter ""Sturm auf Reichstag""?
	        ","
			1.09.2020 17:22 Uhr
		",inland
"
	            Mit Medikamenten die eigenen Kinder ruhigstellen: Eltern bitten Ärzte häufiger um Psycho-Medikamente
	        ","
			1.09.2020 13:32 Uhr
		",inland
"
	            Berlin: Maskenplicht bei Demonstrationen und weitere Verschärfung der Corona-Maßnahmen
	        ","
			1.09.2020 12:30 Uhr
		",inland
"
	            ""Merkels Geschenk"" doch noch angenommen: Polen akzeptiert deutschen Botschafter
	        ","
			1.09.2020 10:24 Uhr
		",inland
"
	            Vermehrt Geldautomaten-Sprengungen in NRW durch niederländische Banden
	        ","
			1.09.2020 09:52 Uhr
		",inland
"
	            Maske auf in Bayern, Maske ab in Nordrhein-Westfalen: Neue Regeln im Unterricht
	        ","
			1.09.2020 08:02 Uhr
		",inland
"
	            Flensburger Grünem droht Ausschluss nach Auftritt bei Corona-Demo
	        ","
			1.09.2020 06:45 Uhr
		",inland
"
	            Rangeleien an der Reichstagtreppe – Panne, Aufstand oder Happening?
	        ","
			31.08.2020 22:39 Uhr
		",inland
"
	            ""Extinction Rebellion""-Aktivisten besetzen Kohlebagger im Tagebau Garzweiler
	        ","
			31.08.2020 19:59 Uhr
		",inland
