Headline,Date,category
"
	            Experte: Neue US-Sanktionen werden keine ernsthaften Auswirkungen auf TurkStream haben
	        ","
			17.07.2020 20:27 Uhr
		",wirtschaft
"
	            OPEC+ lockert Kürzung der Öl-Fördermengen ab August
	        ","
			17.07.2020 12:14 Uhr
		",wirtschaft
"
	            Mangelnde Aufsicht und Filz? Das Wirecard-Fiasko als ""politische Affäre""
	        ","
			17.07.2020 11:25 Uhr
		",wirtschaft
"
	            Gazprom meldet Verluste wegen pandemiebedingter Einbrüche bei Gasverkäufen
	        ","
			17.07.2020 06:15 Uhr
		",wirtschaft
"
	            Nokia bringt 5G-Software-Update auf den Markt – Bau neuer Masten angeblich unnötig
	        ","
			16.07.2020 07:32 Uhr
		",wirtschaft
"
	            Verluste wegen Corona: Airbnb bittet Gäste um Spenden für ehemalige Gastgeber
	        ","
			16.07.2020 06:30 Uhr
		",wirtschaft
"
	            Wirtschaftsethiker zu Epstein als Kunde der Deutschen Bank: ""Eine komplexe Frage"" (Video)
	        ","
			15.07.2020 17:47 Uhr
		",wirtschaft
"
	            Wende nach Corona-Krise: Chinas Außenhandel legt unerwartet stark zu
	        ","
			15.07.2020 06:15 Uhr
		",wirtschaft
"
	            Wirtschaftsexperte: US-Aggression gegen China verantwortlich für Geschehnisse in Hongkong
	        ","
			11.07.2020 14:30 Uhr
		",wirtschaft
"
	            USA: Große Unternehmen grasen Corona-Hilfsgelder ab (Video)
	        ","
			11.07.2020 07:15 Uhr
		",wirtschaft
"
	            Irischer Finanzminister Paschal Donohoe wird neuer Chef der Eurogruppe
	        ","
			10.07.2020 07:32 Uhr
		",wirtschaft
"
	            Zwei Monate in Folge keine neuen Bestellungen: Airbus-Lieferungen fallen auf 16-Jahrestief
	        ","
			9.07.2020 20:21 Uhr
		",wirtschaft
"
	            Israel plant noch in diesem Jahr Beitritt zu von Russland geführter Freihandelszone
	        ","
			7.07.2020 06:15 Uhr
		",wirtschaft
"
	            UNO warnt: Globaler Tourismus könnte bis zu 3,3 Billionen US-Dollar verlieren
	        ","
			7.07.2020 06:00 Uhr
		",wirtschaft
"
	            Internationale Arbeitsorganisation: Corona kostet Weltwirtschaft 400 Millionen Vollzeitarbeitsplätze
	        ","
			6.07.2020 10:16 Uhr
		",wirtschaft
"
	            Russland erwartet Lockerungen bei OPEC+-Ölförderungskürzungen im August
	        ","
			5.07.2020 07:30 Uhr
		",wirtschaft
"
	            Volvo führt seine bisher größte Rückrufaktion durch – Weltweit über 2 Millionen Fahrzeuge betroffen
	        ","
			2.07.2020 20:32 Uhr
		",wirtschaft
"
	            Trotz weltweiter Unsicherheiten: Chinesische Wirtschaft erholt sich langsam von Corona-Pandemie
	        ","
			1.07.2020 06:00 Uhr
		",wirtschaft
"
	            Airbus: Massive Produktionssenkungen und Personalanpassungen im Visier
	        ","
			30.06.2020 10:37 Uhr
		",wirtschaft
"
	            Internationales Handelszentrum: Globaler Produktionseinbruch von über 120 Milliarden US-Dollar
	        ","
			30.06.2020 06:15 Uhr
		",wirtschaft
"
	            WTO: Welthandel steht vor schwerstem Einbruch seiner Geschichte – hätte aber schlimmer sein können
	        ","
			28.06.2020 08:00 Uhr
		",wirtschaft
"
	            Nach Bilanzskandal: Zahlungsdienstleister Wirecard meldet Insolvenz an
	        ","
			25.06.2020 10:45 Uhr
		",wirtschaft
"
	            Lufthansa bietet wieder Linienflüge nach China an
	        ","
			25.06.2020 06:00 Uhr
		",wirtschaft
"
	            Bayer erringt wichtigen Etappensieg im Streit um Glyphosat
	        ","
			24.06.2020 06:15 Uhr
		",wirtschaft
"
	            Ericsson: 5G wird bis 2025 rund 65 Prozent der Weltbevölkerung erreichen
	        ","
			23.06.2020 12:19 Uhr
		",wirtschaft
"
	            Wirecard-Skandal: Konzern räumt Luftbuchungen in Milliardenhöhe ein – Ex-Chef festgenommen
	        ","
			23.06.2020 10:26 Uhr
		",wirtschaft
"
	            China will Agrarankäufe aus den USA im Rahmen des Handelsabkommens beschleunigen
	        ","
			22.06.2020 13:03 Uhr
		",wirtschaft
"
	            Fitch: Russland wird China unter Druck der US-Sanktionen bei der Goldproduktion überholen
	        ","
			21.06.2020 15:36 Uhr
		",wirtschaft
"
	            Russischer Energieminister: Corona-Krise wird Abkehr von Kohlenwasserstoffen beschleunigen
	        ","
			21.06.2020 07:30 Uhr
		",wirtschaft
"
	            Kahlschlag bei Karstadt Kaufhof: Mehr als 5.000 verlieren ihren Job – 62 Filialen sollen schließen
	        ","
			20.06.2020 14:23 Uhr
		",wirtschaft
"
	            Bilanzskandal bei DAX-Konzern Wirecard – Kleinanleger tragen den Schaden
	        ","
			19.06.2020 13:55 Uhr
		",wirtschaft
"
	            Trump erhöht Druck: Chinesische Unternehmen verlassen US-Börsen
	        ","
			19.06.2020 06:15 Uhr
		",wirtschaft
"
	            Teil des Corona-Konjunkturprogramms? Vattenfall erhöht Strompreise deutlich
	        ","
			18.06.2020 10:07 Uhr
		",wirtschaft
"
	            EU-Wettbewerbshüter nehmen Apple-Geschäfte in Europa unter die Lupe
	        ","
			18.06.2020 06:15 Uhr
		",wirtschaft
"
	            Huawei überholt Samsung als weltweit führenden Smartphone-Hersteller
	        ","
			17.06.2020 12:00 Uhr
		",wirtschaft
"
	            Wirtschaftsexperte: Absturz des US-Dollars steht unmittelbar bevor
	        ","
			17.06.2020 08:18 Uhr
		",wirtschaft
"
	            UNO: Internationale Direktinvestitionen stürzen dieses Jahr insgesamt um 40 Prozent ab
	        ","
			17.06.2020 06:15 Uhr
		",wirtschaft
"
	            IWF: Die meisten Länder überstehen Pandemie wirtschaftlich schlechter als prognostiziert
	        ","
			16.06.2020 06:30 Uhr
		",wirtschaft
"
	            Zinsen bis zu 21 Prozent: Amazon holt für Kreditgeschäft Goldman Sachs an Bord
	        ","
			14.06.2020 14:40 Uhr
		",wirtschaft
"
	            Temporäre Mehrwertsteuersenkung: Händler müssen nicht alle Produkte neu auspreisen
	        ","
			12.06.2020 15:27 Uhr
		",wirtschaft
"
	            Massenherstellung: Erste Charge russischer Arznei gegen das Coronavirus in Krankenhäuser geliefert
	        ","
			12.06.2020 07:46 Uhr
		",wirtschaft
"
	            Russland: Erster Sonderflug der deutschen Wirtschaft in Moskau gelandet
	        ","
			11.06.2020 13:52 Uhr
		",wirtschaft
"
	            Trotz Störversuchen der USA: Huaweis Dominanz im 5G-Patentportfolio ist ungebrochen
	        ","
			10.06.2020 20:45 Uhr
		",wirtschaft
"
	            Weltbank: Globale Wirtschaft schrumpft dieses Jahr um mehr als fünf Prozent
	        ","
			10.06.2020 12:23 Uhr
		",wirtschaft
"
	            Neue Seidenstraße auf Stahlrädern: China startet neue Güterzugstrecke nach Europa
	        ","
			9.06.2020 08:15 Uhr
		",wirtschaft
"
	            Corona-Krise lässt Chinas Außenhandel um 9,3 Prozent einbrechen
	        ","
			9.06.2020 06:00 Uhr
		",wirtschaft
"
	            Russischer Energieminister: OPEC+ beschließt weitere Kürzungen der Ölförderung bis Juli
	        ","
			8.06.2020 11:01 Uhr
		",wirtschaft
"
	            Mittelstandspräsident warnt: ""Wir steuern auf eine dramatische Insolvenzwelle zu"" (Video)
	        ","
			8.06.2020 06:30 Uhr
		",wirtschaft
"
	            Nach Absage an Kaufprämie: Autobranche ""stinksauer"" auf SPD
	        ","
			7.06.2020 09:54 Uhr
		",wirtschaft
"
	            OPEC und Partner einig über Verlängerung des Erdöl-Förderlimits
	        ","
			7.06.2020 08:00 Uhr
		",wirtschaft
"
	            Monopole sind nicht gut: Elon Musk fordert Zerschlagung von Amazon
	        ","
			6.06.2020 12:42 Uhr
		",wirtschaft
"
	            Experten: China wird treibende Kraft hinter Erholung der weltweiten Ölmärkte
	        ","
			6.06.2020 07:30 Uhr
		",wirtschaft
"
	            Nord Stream 2: US-Sanktionen nun auch gegen mittelbare Dienstleister
	        ","
			5.06.2020 16:33 Uhr
		",wirtschaft
"
	            Ratingagenturen senken Indiens Kreditwürdigkeit weiter ab
	        ","
			4.06.2020 06:00 Uhr
		",wirtschaft
"
	            Ratingagentur: Luftfahrtindustrie wird frühestens 2023 Vor-Pandemie-Niveau erreichen
	        ","
			3.06.2020 15:16 Uhr
		",wirtschaft
"
	            Mehr Kürzungen bei Ölproduktion? Baldiges Treffen im OPEC+-Format wahrscheinlich
	        ","
			3.06.2020 06:30 Uhr
		",wirtschaft
"
	            UN-Agentur warnt: Globaler Tourismus steht vor schlimmstem Rückgang seiner Geschichte
	        ","
			3.06.2020 06:00 Uhr
		",wirtschaft
"
	            Russland überholt Saudi-Arabien als Chinas Hauptlieferant von Rohöl
	        ","
			28.05.2020 06:15 Uhr
		",wirtschaft
"
	            COVID-19 unterbricht Lieferketten – WTO Warenhandelsindex bricht ein
	        ","
			24.05.2020 08:15 Uhr
		",wirtschaft
"
	            Weltbank: Corona-Pandemie könnte 60 Millionen Menschen in extreme Armut stürzen
	        ","
			23.05.2020 16:14 Uhr
		",wirtschaft
"
	            Regierung einigt sich auf Rettungspaket für Lufthansa: Bund könnte 25 Prozent übernehmen
	        ","
			22.05.2020 10:56 Uhr
		",wirtschaft
"
	            US-Handelsministerium schneidet Huawei von globalen Lieferketten ab
	        ","
			20.05.2020 06:30 Uhr
		",wirtschaft
"
	            IATA: Flugverkehr wird erst 2023 zu Vor-Pandemie-Niveau zurückkehren
	        ","
			19.05.2020 06:15 Uhr
		",wirtschaft
"
	            Coronavirus bringt Diamantenverkauf fast vollständig zum Erliegen
	        ","
			19.05.2020 06:00 Uhr
		",wirtschaft
"
	            Asiatische Entwicklungsbank: Corona-Krise könnte Weltwirschaft 8,8 Billionen US-Dollar kosten
	        ","
			16.05.2020 10:18 Uhr
		",wirtschaft
"
	            Quartalsbericht: Deutsche Wirtschaft bricht in der Corona-Krise ein
	        ","
			15.05.2020 10:08 Uhr
		",wirtschaft
"
	            La France d'abord: Staatliche Hilfe nur für Autobauer mit Produktionsort Frankreich
	        ","
			14.05.2020 07:44 Uhr
		",wirtschaft
"
	            Touristikkonzern TUI streicht weltweit rund 8.000 Stellen
	        ","
			13.05.2020 14:32 Uhr
		",wirtschaft
"
	            Goldman Sachs: Ölnachfrage könnte das Angebot bis Ende Mai übersteigen
	        ","
			13.05.2020 06:00 Uhr
		",wirtschaft
"
	            Canberra fordert Corona-Untersuchung – Peking stellt Rindfleischimporte aus Australien ein
	        ","
			12.05.2020 22:44 Uhr
		",wirtschaft
"
	            US-Thinktank: Coronavirus könnte Chinas Handelsversprechen an USA gefährden
	        ","
			12.05.2020 09:49 Uhr
		",wirtschaft
"
	            Ägyptischer Milliardär: Ölpreis wird binnen 18 Monaten 100 US-Dollar pro Barrel erreichen
	        ","
			8.05.2020 16:17 Uhr
		",wirtschaft
"
	            Frühjahrsprognose aus Brüssel: EU vor Rezession historischen Ausmaßes
	        ","
			6.05.2020 14:32 Uhr
		",wirtschaft
"
	            Zeitenwende? China und EU retten vorläufig multilaterales WTO-Handelssystem – USA außen vor
	        ","
			4.05.2020 16:12 Uhr
		",wirtschaft
"
	            Bringen russische Getreideexportbeschränkungen die globale Ernährungssicherheit in Gefahr?
	        ","
			4.05.2020 06:15 Uhr
		",wirtschaft
"
	            Tweets von Elon Musk lassen Tesla-Aktie um zehn Prozent fallen
	        ","
			2.05.2020 08:48 Uhr
		",wirtschaft
"
	            Ölpreise erholen sich angesischts historischer Fördermengenkürzungen
	        ","
			1.05.2020 20:50 Uhr
		",wirtschaft
"
	            China steigert deutlich Ölimporte aus Russland und reduziert Käufe aus Saudi-Arabien
	        ","
			27.04.2020 09:29 Uhr
		",wirtschaft
"
	            Experte: ""Wichtiges Know-how zum Wiederaufbau der Ölindustrie geht verloren""
	        ","
			26.04.2020 07:30 Uhr
		",wirtschaft
"
	            Lufthansa vermeldet Milliardenverlust und hofft auf Staatshilfe
	        ","
			24.04.2020 13:00 Uhr
		",wirtschaft
"
	            Aus die Micky Maus: Disney zahlt an über 100.000 Mitarbeiter keine Gehälter mehr
	        ","
			22.04.2020 14:58 Uhr
		",wirtschaft
"
	            Ölpreis weiter im freien Fall: Brent-Kurs auf tiefstem Stand seit 1999
	        ","
			22.04.2020 13:24 Uhr
		",wirtschaft
"
	            Gunst der Stunde: China verdoppelt Rohölvorräte zu billigen Tagespreisen
	        ","
			22.04.2020 11:22 Uhr
		",wirtschaft
"
	            Japanischer Außenminister: Weltwirtschaft steht vor schwersten Krise seit dem Zweiten Weltkrieg
	        ","
			21.04.2020 10:05 Uhr
		",wirtschaft
"
	            US-Benchmark für Öl nach Preissturz erstmals im negativen Bereich
	        ","
			20.04.2020 20:37 Uhr
		",wirtschaft
"
	            Binnenmarkt vor Zusammenbruch: Die EU braucht nach Pandemie 1,5 Billionen Euro für Wiederaufbau
	        ","
			20.04.2020 14:46 Uhr
		",wirtschaft
"
	            Russland und Saudi-Arabien wollen mit Fördersenkungen Ölpreis ankurbeln
	        ","
			20.04.2020 11:03 Uhr
		",wirtschaft
"
	            Trotz Pandemie und Versprechen aus Washington: Großteil der US-Unternehmen hält zu China
	        ","
			20.04.2020 10:12 Uhr
		",wirtschaft
"
	            Frankreich: Unsicherheit kleiner Unternehmer nimmt zu (Video)
	        ","
			19.04.2020 07:15 Uhr
		",wirtschaft
"
	            Corona-Krise bringt Fluggesellschaften weltweit in schwere wirtschaftliche Turbulenzen
	        ","
			15.04.2020 13:35 Uhr
		",wirtschaft
"
	            IWF: Weltwirtschaft wird wahrscheinlich schwerste Rezession seit der Großen Depression erleiden
	        ","
			15.04.2020 09:32 Uhr
		",wirtschaft
"
	            Coronavirus erschüttert Weltwirtschaft – Goldpreis schießt in die Höhe
	        ","
			15.04.2020 06:30 Uhr
		",wirtschaft
"
	            Experten: Arbeitslosigkeit in Russland könnte sich pandemiebedingt verdreifachen
	        ","
			15.04.2020 06:15 Uhr
		",wirtschaft
"
	            Weltbank: Südasiatische Nationen erleben schlimmsten Wirtschaftseinbruch seit 40 Jahren
	        ","
			14.04.2020 10:12 Uhr
		",wirtschaft
"
	            Rückkehr zur wirtschaftlichen und gesellschaftlichen Normalität – aber wie? (Video)
	        ","
			14.04.2020 06:00 Uhr
		",wirtschaft
"
	            OPEC+ erreicht neuen Deal zur Kürzung der Ölproduktion um fast zehn Millionen Barrel pro Tag
	        ","
			13.04.2020 10:29 Uhr
		",wirtschaft
"
	            Weltweit 81 Prozent aller Arbeitskräfte von Anti-Corona-Maßnahmen betroffen
	        ","
			13.04.2020 07:15 Uhr
		",wirtschaft
"
	            China überholt USA erstmals bei Zahl der Patentanmeldungen
	        ","
			11.04.2020 16:57 Uhr
		",wirtschaft
"
	            COVID-19 und die globale Ernährungssicherheit: Reis- und Weizenpreise steigen erheblich
	        ","
			11.04.2020 07:15 Uhr
		",wirtschaft
